country_iso,date,lat,lon,event,sub_event,fatalities
AGO,2013-02-04,-8.9773,13.7494,Strategic developments,Disrupted weapons use,0
AGO,2013-02-14,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2013-03-30,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2013-05-11,-12.25,15.3166,Violence against civilians,Attack,1
AGO,2013-05-27,-8.8383,13.2344,Protests,Excessive force against protesters,0
AGO,2013-06-15,-8.78,17.99,Protests,Protest with intervention,0
AGO,2013-08-09,-17.9941,20.8896,Strategic developments,Disrupted weapons use,0
AGO,2013-08-13,-12.65,22.5833,Explosions/Remote violence,Remote explosive/landmine/IED,1
AGO,2013-08-23,-8.8383,13.2344,Strategic developments,Agreement,0
AGO,2013-08-28,-8.78,17.99,Violence against civilians,Attack,1
AGO,2013-09-12,-8.78,17.99,Violence against civilians,Attack,1
AGO,2013-09-13,-8.78,17.99,Protests,Protest with intervention,0
AGO,2013-09-19,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2013-09-20,-8.8383,13.2344,Violence against civilians,Attack,0
AGO,2013-10-05,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2013-10-12,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2013-11-03,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2013-11-23,-8.8383,13.2344,Protests,Excessive force against protesters,1
AGO,2013-11-23,-8.8383,13.2344,Violence against civilians,Attack,1
AGO,2013-11-27,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2013-11-29,-8.8383,13.2344,Violence against civilians,Attack,0
AGO,2013-12-01,-5.5758,12.1871,Violence against civilians,Sexual violence,0
AGO,2014-02-26,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2014-03-25,-8.8383,13.2344,Strategic developments,Change to group/activity,0
AGO,2014-05-28,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2014-11-22,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2014-11-22,-8.8383,13.2344,Protests,Excessive force against protesters,0
AGO,2014-11-23,-8.8383,13.2344,Protests,Excessive force against protesters,0
AGO,2014-11-25,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2014-12-15,-8.8383,13.2344,Violence against civilians,Attack,0
AGO,2015-01-15,-17.0666,15.7333,Strategic developments,Other,0
AGO,2015-02-16,-6.2808,16.7047,Riots,Mob violence,0
AGO,2015-04-16,-12.8525,15.5605,Battles,Armed clash,22
AGO,2015-06-09,-13.5166,16.7666,Explosions/Remote violence,Remote explosive/landmine/IED,1
AGO,2015-06-11,-17.0666,15.7333,Explosions/Remote violence,Remote explosive/landmine/IED,0
AGO,2015-07-29,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2015-08-08,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2015-08-18,-9.5447,16.3452,Strategic developments,Disrupted weapons use,0
AGO,2015-10-12,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2015-10-31,-12.3197,13.5997,Protests,Protest with intervention,0
AGO,2015-11-24,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2015-11-26,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2015-12-04,-8.8383,13.2344,Violence against civilians,Sexual violence,0
AGO,2015-12-10,-16.7006,14.8879,Strategic developments,Disrupted weapons use,0
AGO,2016-01-30,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2016-03-13,-5.5758,12.1871,Battles,Armed clash,10
AGO,2016-03-16,-4.7666,12.55,Battles,Armed clash,20
AGO,2016-03-28,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2016-04-09,-8.8383,13.2344,Protests,Excessive force against protesters,0
AGO,2016-04-11,-13.8667,14.4333,Riots,Violent demonstration,0
AGO,2016-05-03,-8.9025,13.3722,Violence against civilians,Attack,4
AGO,2016-05-04,-8.9025,13.3722,Violence against civilians,Attack,3
AGO,2016-05-09,-8.8383,13.2344,Battles,Armed clash,1
AGO,2016-05-25,-16.5833,19.5833,Violence against civilians,Attack,1
AGO,2016-05-25,-13.0333,14.25,Battles,Armed clash,3
AGO,2016-07-05,-16.0667,13.5833,Riots,Mob violence,1
AGO,2016-07-25,-4.65,12.7666,Battles,Armed clash,0
AGO,2016-07-26,-4.65,12.7666,Battles,Armed clash,0
AGO,2016-07-27,-4.65,12.7666,Battles,Armed clash,0
AGO,2016-07-28,-4.65,12.7666,Battles,Armed clash,0
AGO,2016-07-30,-9.007,13.2601,Violence against civilians,Attack,0
AGO,2016-07-30,-5.5758,12.1871,Battles,Armed clash,11
AGO,2016-07-31,-5.5758,12.1871,Battles,Armed clash,8
AGO,2016-08-04,-8.9025,13.3722,Protests,Peaceful protest,0
AGO,2016-08-05,-9.007,13.2601,Protests,Excessive force against protesters,1
AGO,2016-08-09,-11.8333,16.2833,Battles,Armed clash,3
AGO,2016-08-10,-11.8333,16.2833,Violence against civilians,Attack,6
AGO,2016-08-20,-9.5447,16.3452,Protests,Protest with intervention,0
AGO,2016-08-20,-8.8383,13.2344,Protests,Excessive force against protesters,0
AGO,2016-08-23,-8.9025,13.3722,Violence against civilians,Attack,1
AGO,2016-08-23,-12.3197,13.5997,Protests,Peaceful protest,0
AGO,2016-08-30,-8.9025,13.3722,Violence against civilians,Attack,1
AGO,2016-09-05,-8.9025,13.3722,Violence against civilians,Attack,6
AGO,2016-09-07,-8.5978,18.0002,Violence against civilians,Attack,0
AGO,2016-09-10,-9.007,13.2601,Protests,Protest with intervention,0
AGO,2016-09-11,-12.4333,13.55,Protests,Excessive force against protesters,0
AGO,2016-09-19,-5.5758,12.1871,Battles,Armed clash,18
AGO,2016-09-20,-15.7,17.4666,Strategic developments,Looting/property destruction,0
AGO,2016-09-21,-12.3197,13.5997,Protests,Peaceful protest,0
AGO,2016-10-30,-8.8383,13.2344,Violence against civilians,Abduction/forced disappearance,0
AGO,2016-11-22,-11.2019,13.8397,Protests,Protest with intervention,0
AGO,2016-11-26,-12.5802,13.4077,Protests,Excessive force against protesters,0
AGO,2016-11-26,-4.75,12.6667,Battles,Armed clash,7
AGO,2016-11-27,-4.95,12.6166,Battles,Armed clash,4
AGO,2016-12-02,-12.7761,15.7391,Protests,Peaceful protest,0
AGO,2016-12-05,-4.7666,12.55,Battles,Armed clash,6
AGO,2016-12-13,-15.1951,12.1458,Protests,Peaceful protest,0
AGO,2016-12-13,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2016-12-14,-9.4166,15.75,Riots,Violent demonstration,0
AGO,2017-01-04,-12.5802,13.4077,Protests,Peaceful protest,0
AGO,2017-01-04,-9.5447,16.3452,Protests,Protest with intervention,0
AGO,2017-01-05,-12.5802,13.4077,Protests,Protest with intervention,0
AGO,2017-01-15,-5.5758,12.1871,Battles,Armed clash,2
AGO,2017-01-24,-8.7769,13.3716,Violence against civilians,Attack,1
AGO,2017-01-28,-8.9025,13.3722,Violence against civilians,Attack,1
AGO,2017-01-29,-9.65,20.4,Protests,Peaceful protest,0
AGO,2017-02-14,-4.95,12.6166,Battles,Armed clash,3
AGO,2017-02-14,-5.0333,12.5167,Battles,Armed clash,8
AGO,2017-02-22,-8.78,17.99,Violence against civilians,Attack,0
AGO,2017-02-22,-12.35,14.7666,Strategic developments,Looting/property destruction,0
AGO,2017-02-23,-8.78,17.99,Protests,Peaceful protest,0
AGO,2017-02-24,-8.78,17.99,Protests,Excessive force against protesters,2
AGO,2017-02-24,-8.8383,13.2344,Protests,Excessive force against protesters,0
AGO,2017-02-28,-5.5758,12.1871,Battles,Armed clash,0
AGO,2017-03-15,-7.3667,20.8167,Battles,Armed clash,0
AGO,2017-03-16,-7.3667,20.8167,Battles,Armed clash,0
AGO,2017-03-17,-7.3667,20.8167,Battles,Armed clash,0
AGO,2017-03-18,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2017-04-15,-5.5758,12.1871,Battles,Armed clash,16
AGO,2017-04-15,-7.3667,20.8167,Battles,Armed clash,0
AGO,2017-04-16,-7.3667,20.8167,Battles,Armed clash,0
AGO,2017-04-17,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2017-04-17,-7.3667,20.8167,Battles,Armed clash,0
AGO,2017-04-22,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2017-05-01,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2017-05-03,-8.8383,13.2344,Protests,Excessive force against protesters,0
AGO,2017-05-10,-12.3833,16.9333,Violence against civilians,Attack,0
AGO,2017-05-15,-5.5758,12.1871,Battles,Armed clash,16
AGO,2017-05-15,-7.3667,20.8167,Battles,Armed clash,0
AGO,2017-05-15,-4.7666,12.55,Battles,Armed clash,0
AGO,2017-05-16,-7.3432,21.6433,Battles,Armed clash,1
AGO,2017-05-17,-7.3667,20.8167,Battles,Armed clash,0
AGO,2017-05-17,-8.7769,13.3716,Protests,Excessive force against protesters,0
AGO,2017-05-17,-15.1666,19.1833,Riots,Mob violence,0
AGO,2017-05-24,-15.8,20.35,Strategic developments,Other,0
AGO,2017-05-27,-12.4666,14.1333,Violence against civilians,Attack,0
AGO,2017-06-03,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2017-06-03,-12.7761,15.7391,Protests,Peaceful protest,0
AGO,2017-06-03,-14.6666,17.7,Protests,Peaceful protest,0
AGO,2017-06-03,-11.2019,13.8397,Protests,Peaceful protest,0
AGO,2017-06-03,-12.5802,13.4077,Protests,Peaceful protest,0
AGO,2017-06-03,-14.9167,13.5,Protests,Peaceful protest,0
AGO,2017-06-03,-15.1951,12.1458,Protests,Peaceful protest,0
AGO,2017-06-06,-8.9025,13.3722,Violence against civilians,Attack,0
AGO,2017-06-14,-4.7666,12.55,Battles,Armed clash,7
AGO,2017-06-24,-8.78,17.99,Protests,Excessive force against protesters,0
AGO,2017-06-24,-9.1333,18.05,Protests,Excessive force against protesters,1
AGO,2017-06-24,-9.65,20.4,Riots,Violent demonstration,0
AGO,2017-07-10,-8.8383,13.2344,Strategic developments,Other,0
AGO,2017-07-12,-8.4333,18.6333,Violence against civilians,Attack,0
AGO,2017-07-19,-9.007,13.2601,Riots,Violent demonstration,0
AGO,2017-07-20,-7.9666,15.85,Violence against civilians,Attack,1
AGO,2017-07-22,-9.007,13.2601,Protests,Excessive force against protesters,1
AGO,2017-07-23,-17.9833,20.7833,Strategic developments,Looting/property destruction,0
AGO,2017-07-26,-13.0333,14.25,Riots,Mob violence,0
AGO,2017-07-26,-8.5166,17.8333,Violence against civilians,Abduction/forced disappearance,0
AGO,2017-07-28,-15.1951,12.1458,Protests,Peaceful protest,0
AGO,2017-07-29,-9.45,18.45,Protests,Excessive force against protesters,0
AGO,2017-07-29,-8.78,17.99,Protests,Excessive force against protesters,0
AGO,2017-07-31,-13.2444,15.6413,Violence against civilians,Attack,1
AGO,2017-08-09,-6.2666,14.25,Strategic developments,Arrests,0
AGO,2017-08-14,-15.1951,12.1458,Riots,Mob violence,0
AGO,2017-08-14,-8.8383,13.2344,Violence against civilians,Attack,0
AGO,2017-08-15,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2017-08-15,-8.7666,15.6333,Violence against civilians,Attack,0
AGO,2017-08-17,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2017-08-21,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2017-08-21,-7.3667,20.8167,Protests,Peaceful protest,0
AGO,2017-08-23,-12.2,15.8666,Violence against civilians,Attack,0
AGO,2017-08-23,-12.7761,15.7391,Riots,Violent demonstration,0
AGO,2017-09-04,-12.5802,13.4077,Riots,Mob violence,1
AGO,2017-09-15,-12.4666,14.1333,Battles,Armed clash,0
AGO,2017-09-15,-9.65,20.4,Violence against civilians,Attack,0
AGO,2017-09-17,-8.8383,13.2344,Violence against civilians,Attack,0
AGO,2017-09-27,-12.6833,14.2666,Violence against civilians,Attack,0
AGO,2017-09-30,-8.8383,13.2344,Violence against civilians,Attack,2
AGO,2017-10-20,-8.5,13.833,Strategic developments,Disrupted weapons use,0
AGO,2017-10-24,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2017-10-26,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2017-11-08,-8.0333,16.35,Violence against civilians,Attack,0
AGO,2017-11-15,-17.0666,15.7333,Strategic developments,Disrupted weapons use,0
AGO,2017-11-27,-9.5447,16.3452,Protests,Peaceful protest,0
AGO,2017-11-28,-9.3,14.9166,Protests,Peaceful protest,0
AGO,2017-12-07,-12.6666,17.5666,Strategic developments,Disrupted weapons use,0
AGO,2017-12-13,-9.5447,16.3452,Protests,Peaceful protest,0
AGO,2017-12-16,-5.5758,12.1871,Protests,Excessive force against protesters,0
AGO,2017-12-16,-11.7833,19.9166,Strategic developments,Disrupted weapons use,0
AGO,2017-12-18,-8.8383,13.2344,Violence against civilians,Attack,0
AGO,2017-12-19,-8.8383,13.2344,Battles,Armed clash,1
AGO,2017-12-26,-8.78,17.99,Violence against civilians,Attack,1
AGO,2017-12-26,-14.9167,13.5,Violence against civilians,Attack,1
AGO,2018-01-10,-12.4,22.5666,Battles,Armed clash,1
AGO,2018-01-22,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-01-23,-12.5802,13.4077,Protests,Protest with intervention,0
AGO,2018-01-26,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2018-02-24,-8.78,17.99,Protests,Excessive force against protesters,1
AGO,2018-02-24,-9.1333,18.05,Strategic developments,Arrests,0
AGO,2018-02-27,-15.1951,12.1458,Protests,Peaceful protest,0
AGO,2018-03-05,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2018-03-08,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-03-17,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-03-30,-11.7833,19.9166,Riots,Violent demonstration,0
AGO,2018-04-04,-9.5447,16.3452,Riots,Violent demonstration,0
AGO,2018-04-04,-7.6166,15.05,Violence against civilians,Attack,0
AGO,2018-04-04,-4.95,12.6166,Battles,Armed clash,4
AGO,2018-04-09,-8.8383,13.2344,Strategic developments,Other,0
AGO,2018-04-12,-8.9025,13.3722,Violence against civilians,Attack,1
AGO,2018-04-14,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-04-26,-12.5802,13.4077,Riots,Violent demonstration,0
AGO,2018-04-29,-6.5166,16.2166,Protests,Protest with intervention,0
AGO,2018-04-29,-6.5166,16.2166,Violence against civilians,Attack,1
AGO,2018-05-04,-8.8383,13.2344,Violence against civilians,Attack,0
AGO,2018-05-19,-14.9167,13.5,Protests,Peaceful protest,0
AGO,2018-05-25,-8.5,13.833,Strategic developments,Disrupted weapons use,0
AGO,2018-05-26,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2018-06-01,-8.8383,13.2344,Violence against civilians,Attack,1
AGO,2018-06-03,-12.7761,15.7391,Protests,Protest with intervention,0
AGO,2018-06-11,-6.2666,14.25,Strategic developments,Change to group/activity,0
AGO,2018-06-16,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-07-04,-8.9025,13.3722,Violence against civilians,Attack,1
AGO,2018-07-06,-8.8383,13.2344,Violence against civilians,Attack,0
AGO,2018-07-10,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2018-07-14,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-07-16,-12.5802,13.4077,Protests,Protest with intervention,0
AGO,2018-07-21,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-07-21,-13.9166,16.8166,Protests,Peaceful protest,0
AGO,2018-07-25,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-07-28,-15.1951,12.1458,Protests,Peaceful protest,0
AGO,2018-08-08,-6.1333,12.3666,Protests,Peaceful protest,0
AGO,2018-08-11,-5.5758,12.1871,Strategic developments,Arrests,0
AGO,2018-08-15,-11.2019,13.8397,Protests,Peaceful protest,0
AGO,2018-08-18,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-08-30,-12.7761,15.7391,Violence against civilians,Attack,0
AGO,2018-09-02,-14.9167,13.5,Protests,Peaceful protest,0
AGO,2018-09-14,-17.0666,15.7333,Violence against civilians,Attack,0
AGO,2018-09-15,-8.8383,13.2344,Violence against civilians,Attack,7
AGO,2018-09-18,-15.1951,12.1458,Protests,Peaceful protest,0
AGO,2018-09-29,-9.5447,16.3452,Protests,Peaceful protest,0
AGO,2018-10-03,-8.4166,20.75,Violence against civilians,Attack,5
AGO,2018-10-04,-5.5758,12.1871,Protests,Peaceful protest,0
AGO,2018-10-04,-8.4166,20.75,Battles,Armed clash,1
AGO,2018-10-05,-8.55,17.7666,Violence against civilians,Attack,1
AGO,2018-10-05,-8.4166,20.75,Battles,Armed clash,0
AGO,2018-10-05,-8.4166,20.75,Violence against civilians,Attack,3
AGO,2018-10-07,-9.5447,16.3452,Violence against civilians,Attack,1
AGO,2018-10-08,-11.2518,15.724,Explosions/Remote violence,Remote explosive/landmine/IED,1
AGO,2018-10-10,-8.4166,20.75,Strategic developments,Other,0
AGO,2018-10-18,-8.55,17.7666,Protests,Protest with intervention,0
AGO,2018-11-17,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2018-11-17,-8.78,17.99,Protests,Excessive force against protesters,0
AGO,2018-11-19,-8.8383,13.2344,Violence against civilians,Sexual violence,0
AGO,2018-11-24,-8.78,17.99,Violence against civilians,Attack,0
AGO,2018-12-03,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-12-07,-8.8383,13.2344,Violence against civilians,Attack,1
AGO,2018-12-08,-9.5447,16.3452,Protests,Protest with intervention,0
AGO,2018-12-08,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-12-08,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-12-13,-8.8383,13.2344,Violence against civilians,Attack,2
AGO,2018-12-14,-8.8383,13.2344,Strategic developments,Arrests,0
AGO,2018-12-15,-5.5758,12.1871,Protests,Protest with intervention,0
AGO,2018-12-23,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2018-12-24,-15.1951,12.1458,Violence against civilians,Attack,1
AGO,2018-12-24,-15.1951,12.1458,Violence against civilians,Attack,8
AGO,2019-01-02,-9.5447,16.3452,Violence against civilians,Attack,1
AGO,2019-01-03,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2019-01-04,-8.78,17.99,Protests,Peaceful protest,0
AGO,2019-01-05,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-01-07,-8.8383,13.2344,Violence against civilians,Attack,1
AGO,2019-01-07,-12.7761,15.7391,Protests,Peaceful protest,0
AGO,2019-01-08,-4.9666,12.0833,Battles,Armed clash,12
AGO,2019-01-21,-8.9025,13.3722,Protests,Peaceful protest,0
AGO,2019-01-29,-5.5758,12.1871,Strategic developments,Arrests,0
AGO,2019-01-30,-5.5758,12.1871,Strategic developments,Arrests,0
AGO,2019-02-16,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-02-18,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-02-18,-12.5802,13.4077,Protests,Peaceful protest,0
AGO,2019-02-18,-14.9167,13.5,Protests,Peaceful protest,0
AGO,2019-02-19,-8.8383,13.2344,Riots,Violent demonstration,0
AGO,2019-02-27,-9.4182,18.4353,Riots,Violent demonstration,1
AGO,2019-03-02,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-03-08,-8.9172,13.1642,Protests,Peaceful protest,0
AGO,2019-03-12,-8.8383,13.2344,Violence against civilians,Attack,1
AGO,2019-03-12,-8.8383,13.2344,Riots,Violent demonstration,0
AGO,2019-03-23,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-04-02,-8.9025,13.3722,Violence against civilians,Attack,1
AGO,2019-04-19,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-04-20,-8.8383,13.2344,Strategic developments,Arrests,0
AGO,2019-04-20,-8.8486,13.275,Riots,Mob violence,1
AGO,2019-04-28,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-05-18,-8.4166,20.75,Strategic developments,Other,0
AGO,2019-05-22,-8.9025,13.3722,Violence against civilians,Sexual violence,0
AGO,2019-05-23,-11.2019,13.8397,Protests,Peaceful protest,0
AGO,2019-05-25,-12.5802,13.4077,Protests,Peaceful protest,0
AGO,2019-06-08,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-06-23,-12.5802,13.4077,Violence against civilians,Attack,1
AGO,2019-06-27,-8.8383,13.2344,Riots,Violent demonstration,0
AGO,2019-07-02,-12.3197,13.5997,Protests,Protest with intervention,0
AGO,2019-07-05,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-07-17,-8.8383,13.2344,Riots,Mob violence,1
AGO,2019-08-02,-8.8383,13.2344,Riots,Violent demonstration,0
AGO,2019-08-13,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2019-08-24,-7.6166,15.05,Protests,Peaceful protest,0
AGO,2019-09-06,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-09-11,-8.8383,13.2344,Riots,Mob violence,0
AGO,2019-09-12,-11.7833,19.9166,Protests,Protest with intervention,0
AGO,2019-09-16,-12.5802,13.4077,Violence against civilians,Attack,1
AGO,2019-09-21,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-09-29,-8.8383,13.2344,Riots,Mob violence,1
AGO,2019-10-14,-12.95,14.75,Explosions/Remote violence,Remote explosive/landmine/IED,0
AGO,2019-10-15,-8.8383,13.2344,Protests,Excessive force against protesters,0
AGO,2019-10-16,-8.8383,13.2344,Protests,Excessive force against protesters,0
AGO,2019-10-18,-8.8248,13.3131,Violence against civilians,Abduction/forced disappearance,0
AGO,2019-10-22,-8.8383,13.2344,Riots,Violent demonstration,0
AGO,2019-10-26,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2019-10-28,-9.5447,16.3452,Protests,Peaceful protest,0
AGO,2019-10-28,-12.5802,13.4077,Protests,Peaceful protest,0
AGO,2019-10-28,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-10-28,-9.3,14.9166,Protests,Peaceful protest,0
AGO,2019-11-09,-17.0666,15.7333,Protests,Peaceful protest,0
AGO,2019-11-19,-8.9025,13.3722,Violence against civilians,Abduction/forced disappearance,0
AGO,2019-11-27,-6.2666,14.25,Protests,Peaceful protest,0
AGO,2019-11-30,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-12-10,-5.5758,12.1871,Protests,Protest with intervention,0
AGO,2019-12-11,-17.0666,15.7333,Violence against civilians,Attack,1
AGO,2019-12-14,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2019-12-20,-12.7761,15.7391,Protests,Excessive force against protesters,0
AGO,2019-12-27,-8.8486,13.275,Strategic developments,Other,0
AGO,2019-12-27,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-01-03,-8.8383,13.2344,Riots,Violent demonstration,0
AGO,2020-01-05,-10.1333,19.2666,Explosions/Remote violence,Remote explosive/landmine/IED,5
AGO,2020-01-07,-13.0166,14.6333,Violence against civilians,Attack,0
AGO,2020-01-13,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2020-01-22,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-01-23,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2020-01-28,-14.9167,13.5,Protests,Peaceful protest,0
AGO,2020-01-29,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-01-30,-12.7761,15.7391,Riots,Mob violence,1
AGO,2020-02-02,-17.0666,15.7333,Riots,Mob violence,1
AGO,2020-02-10,-12.5802,13.4077,Protests,Peaceful protest,0
AGO,2020-02-19,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2020-02-22,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-03-02,-12.5802,13.4077,Protests,Peaceful protest,0
AGO,2020-03-09,-8.8383,13.2344,Protests,Excessive force against protesters,1
AGO,2020-03-13,-12.8525,15.5605,Riots,Mob violence,0
AGO,2020-03-14,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-03-14,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-03-19,-8.15,20.65,Violence against civilians,Attack,0
AGO,2020-03-29,-5.5758,12.1871,Violence against civilians,Attack,0
AGO,2020-04-17,-13.8667,14.4333,Riots,Violent demonstration,0
AGO,2020-04-18,-14.1333,14.9166,Riots,Violent demonstration,0
AGO,2020-04-19,-14.9167,13.5,Violence against civilians,Attack,1
AGO,2020-04-29,-10.8514,14.3799,Violence against civilians,Attack,0
AGO,2020-05-01,-12.3833,16.9333,Protests,Protest with intervention,0
AGO,2020-05-03,-11.2019,13.8397,Violence against civilians,Attack,0
AGO,2020-05-05,-8.8383,13.2344,Violence against civilians,Attack,1
AGO,2020-05-06,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-05-09,-8.8383,13.2344,Violence against civilians,Attack,1
AGO,2020-05-09,-8.8383,13.2344,Riots,Violent demonstration,0
AGO,2020-05-13,-12.5802,13.4077,Riots,Mob violence,1
AGO,2020-05-14,-17.0666,15.7333,Explosions/Remote violence,Remote explosive/landmine/IED,0
AGO,2020-05-15,-9.5166,17.8166,Violence against civilians,Attack,0
AGO,2020-05-25,-8.9173,13.191,Violence against civilians,Attack,2
AGO,2020-05-26,-12.5802,13.4077,Protests,Protest with intervention,0
AGO,2020-05-27,-9.007,13.2601,Riots,Mob violence,1
AGO,2020-06-02,-4.9666,12.0833,Battles,Armed clash,12
AGO,2020-06-05,-8.9173,13.191,Violence against civilians,Attack,1
AGO,2020-06-06,-13.8667,14.4333,Riots,Mob violence,1
AGO,2020-06-09,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-06-11,-8.7769,13.3716,Protests,Peaceful protest,0
AGO,2020-06-15,-5.5758,12.1871,Violence against civilians,Attack,0
AGO,2020-06-15,-17.4333,19.9666,Strategic developments,Looting/property destruction,0
AGO,2020-06-16,-8.8383,13.2344,Violence against civilians,Attack,1
AGO,2020-06-18,-15.1961,12.1522,Protests,Peaceful protest,0
AGO,2020-06-24,-5.5758,12.1871,Violence against civilians,Attack,3
AGO,2020-06-28,-5.5758,12.1871,Violence against civilians,Attack,0
AGO,2020-07-03,-14.9167,13.5,Violence against civilians,Attack,0
AGO,2020-07-03,-8.8248,13.3131,Violence against civilians,Attack,1
AGO,2020-07-04,-8.7769,13.3716,Violence against civilians,Attack,1
AGO,2020-07-04,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-07-07,-4.7666,12.55,Battles,Armed clash,5
AGO,2020-07-12,-8.8383,13.2344,Riots,Violent demonstration,0
AGO,2020-07-12,-11.8333,16.2833,Riots,Mob violence,0
AGO,2020-07-13,-8.8383,13.2344,Violence against civilians,Attack,1
AGO,2020-07-15,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2020-07-21,-8.8383,13.2344,Violence against civilians,Attack,0
AGO,2020-07-22,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2020-07-25,-14.8167,14.55,Violence against civilians,Attack,0
AGO,2020-07-25,-4.7666,12.55,Violence against civilians,Attack,1
AGO,2020-07-26,-7.6166,15.05,Violence against civilians,Attack,1
AGO,2020-07-28,-4.9666,12.0833,Battles,Armed clash,10
AGO,2020-08-02,-8.8383,13.2344,Protests,Peaceful protest,0
AGO,2020-08-03,-8.9773,13.7494,Protests,Protest with intervention,0
AGO,2020-08-04,-4.7666,12.55,Violence against civilians,Attack,3
AGO,2020-08-05,-8.58,13.6641,Protests,Excessive force against protesters,0
AGO,2020-08-09,-8.65,14.1666,Riots,Mob violence,0
AGO,2020-08-15,-12.3197,13.5997,Violence against civilians,Attack,0
AGO,2020-08-20,-8.8383,13.2344,Protests,Protest with intervention,0
AGO,2020-08-21,-14.9167,13.5,Riots,Mob violence,0
