Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Months Code,Months,Unit,Value,Flag,Flag Description
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01706","Cow peas, dry","2018","2018","7021","Annual value","USD","300","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2013","2013","7021","Annual value","USD","295","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2014","2014","7021","Annual value","USD","310","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2015","2015","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2016","2016","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2017","2017","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2018","2018","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2021","2021","7021","Annual value","USD","315.5","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2022","2022","7021","Annual value","USD","134.2","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0112","Maize (corn)","2023","2023","7021","Annual value","USD","354.9","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0118","Millet","2013","2013","7021","Annual value","USD","295","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0118","Millet","2014","2014","7021","Annual value","USD","310","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0118","Millet","2015","2015","7021","Annual value","USD","230","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0118","Millet","2016","2016","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0118","Millet","2017","2017","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0118","Millet","2018","2018","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0118","Millet","2021","2021","7021","Annual value","USD","405.3","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0118","Millet","2022","2022","7021","Annual value","USD","172.5","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0118","Millet","2023","2023","7021","Annual value","USD","489.2","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01510","Potatoes","2015","2015","7021","Annual value","USD","620","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01510","Potatoes","2016","2016","7021","Annual value","USD","635","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01510","Potatoes","2017","2017","7021","Annual value","USD","625","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2014","2014","7021","Annual value","USD","450","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2015","2015","7021","Annual value","USD","460.5","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2016","2016","7021","Annual value","USD","468.7","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","02211","Raw milk of cattle","2017","2017","7021","Annual value","USD","580.5","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0113","Rice","2021","2021","7021","Annual value","USD","841.3","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0113","Rice","2022","2022","7021","Annual value","USD","358","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0113","Rice","2023","2023","7021","Annual value","USD","876.9","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0114","Sorghum","2013","2013","7021","Annual value","USD","295","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0114","Sorghum","2014","2014","7021","Annual value","USD","310","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0114","Sorghum","2015","2015","7021","Annual value","USD","230","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0114","Sorghum","2016","2016","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0114","Sorghum","2017","2017","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0114","Sorghum","2018","2018","7021","Annual value","USD","390","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0114","Sorghum","2021","2021","7021","Annual value","USD","415.7","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0114","Sorghum","2022","2022","7021","Annual value","USD","176.9","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0114","Sorghum","2023","2023","7021","Annual value","USD","452.1","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0141","Soya beans","2013","2013","7021","Annual value","USD","520","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0141","Soya beans","2014","2014","7021","Annual value","USD","580","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0141","Soya beans","2015","2015","7021","Annual value","USD","550","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0141","Soya beans","2016","2016","7021","Annual value","USD","540","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0141","Soya beans","2017","2017","7021","Annual value","USD","540","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0141","Soya beans","2018","2018","7021","Annual value","USD","780","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0141","Soya beans","2021","2021","7021","Annual value","USD","750","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0141","Soya beans","2022","2022","7021","Annual value","USD","319.2","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0141","Soya beans","2023","2023","7021","Annual value","USD","680.8","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01802","Sugar cane","2015","2015","7021","Annual value","USD","536","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01802","Sugar cane","2016","2016","7021","Annual value","USD","550","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01802","Sugar cane","2017","2017","7021","Annual value","USD","574","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2013","2013","7021","Annual value","USD","250","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2014","2014","7021","Annual value","USD","250","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2015","2015","7021","Annual value","USD","250","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2016","2016","7021","Annual value","USD","300","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2017","2017","7021","Annual value","USD","300","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01445","Sunflower seed","2018","2018","7021","Annual value","USD","300","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01234","Tomatoes","2015","2015","7021","Annual value","USD","504","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01234","Tomatoes","2016","2016","7021","Annual value","USD","567","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","01234","Tomatoes","2017","2017","7021","Annual value","USD","786","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0111","Wheat","2013","2013","7021","Annual value","USD","466","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0111","Wheat","2014","2014","7021","Annual value","USD","466","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0111","Wheat","2015","2015","7021","Annual value","USD","500","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0111","Wheat","2016","2016","7021","Annual value","USD","500","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0111","Wheat","2017","2017","7021","Annual value","USD","500","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0111","Wheat","2018","2018","7021","Annual value","USD","621.5","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0111","Wheat","2021","2021","7021","Annual value","USD","421","A","Official figure"
"PP","Producer Prices","716","Zimbabwe","5532","Producer Price (USD/tonne)","0111","Wheat","2022","2022","7021","Annual value","USD","179.1","A","Official figure"
